Year	Month	Speaker	Title	MP3
1996	10	Thomas S. Monson	The Sustaining of Church Officers	http://media2.ldscdn.org/assets/general-conference/october-1996-general-conference/1996-10-2010-the-sustaining-of-church-officers-64k-eng.mp3
1996	10	Boyd K. Packer	The Twelve Apostles	http://media2.ldscdn.org/assets/general-conference/october-1996-general-conference/1996-10-1020-president-boyd-k-packer-64k-eng.mp3
1996	10	Gordon B. Hinckley	This Thing Was Not Done in a Corner	http://media2.ldscdn.org/assets/general-conference/october-1996-general-conference/1996-10-3050-president-gordon-b-hinckley-64k-eng.mp3
1996	10	Richard C. Edgley	We Care Enough to Send Our Very Best	http://media2.ldscdn.org/assets/general-conference/october-1996-general-conference/1996-10-4030-bishop-richard-c-edgley-64k-eng.mp3
1996	10	Henry B. Eyring	Witnesses for God	http://media2.ldscdn.org/assets/general-conference/october-1996-general-conference/1996-10-2060-elder-henry-b-eyring-64k-eng.mp3
1996	10	James E. Faust	Woman, Why Weepest Thou?	http://media2.ldscdn.org/assets/general-conference/october-1996-general-conference/1996-10-4010-president-james-e-faust-64k-eng.mp3
1996	10	Gordon B. Hinckley	Women of the Church	http://media2.ldscdn.org/assets/general-conference/october-1996-general-conference/1996-10-4050-president-gordon-b-hinckley-64k-eng.mp3
1997	04	Monte J. Brough	A Holy Calling	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-2050-elder-monte-j-brough-64k-eng.mp3
1997	04	Fono Lavatai	A Righteous Choice	http://media2.ldscdn.org/assets/general-young-women-meeting/1997-general-young-women-meeting/1997-03-0040-fono-lavatai-64k-eng.mp3
1997	04	Elaine L. Jack	A Small Stone	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-5030-elaine-l-jack-64k-eng.mp3
1997	04	Sheldon F. Child	As Good As Our Bond	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-2060-elder-sheldon-f-child-64k-eng.mp3
1997	04	Jeffrey R. Holland	Because She Is a Mother	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-2090-elder-jeffrey-r-holland-64k-eng.mp3
1997	04	Dallin H. Oaks	Bishop, Help!	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-2030-elder-dallin-h-oaks-64k-eng.mp3
1997	04	Patricia P. Pinegar	Caring for the Souls of Children	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-1050-patricia-p-pinegar-64k-eng.mp3
1997	04	Gordon B. Hinckley	Converts and Young Men	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-3050-president-gordon-b-hinckley-64k-eng.mp3
1997	04	Alejandra Hernández	Draw Nearer to Christ	http://media2.ldscdn.org/assets/general-young-women-meeting/1997-general-young-women-meeting/1997-03-0050-alejandra-hernandez-64k-eng.mp3
1997	04	Russell M. Nelson	Endure and Be Lifted Up	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-5020-elder-russell-m-nelson-64k-eng.mp3
1997	04	James E. Faust	Eternity Lies before Us	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-1070-president-james-e-faust-64k-eng.mp3
1997	04	Bonnie D. Parkin	Finding Faith in Every Footstep	http://media2.ldscdn.org/assets/general-young-women-meeting/1997-general-young-women-meeting/1997-03-0010-bonnie-d-parkin-64k-eng.mp3
1997	04	Henry B. Eyring	Finding Safety in Counsel	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-2040-elder-henry-b-eyring-64k-eng.mp3
1997	04	Kristin Banner	Friends Standing Together	http://media2.ldscdn.org/assets/general-young-women-meeting/1997-general-young-women-meeting/1997-03-0030-kristin-banner-64k-eng.mp3
1997	04	Neal A. Maxwell	From Whom All Blessings Flow	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-1040-elder-neal-a-maxwell-64k-eng.mp3
1997	04	H. David Burton	Go, and Do Thou Likewise	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-5040-bishop-h-david-burton-64k-eng.mp3
1997	04	Jerald L. Taylor	Gratitude	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-2080-elder-jerald-l-taylor-64k-eng.mp3
1997	04	Dennis E. Simmons	His Peace	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-2070-elder-dennis-e-simmons-64k-eng.mp3
1997	04	Jack H Goaslind	In His Strength I Can Do All Things	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-3020-elder-jack-h-goaslind-64k-eng.mp3
1997	04	Richard G. Scott	Jesus Christ, Our Redeemer	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-4020-elder-richard-g-scott-64k-eng.mp3
1997	04	Virginia H. Pearce	Keep Walking, and Give Time a Chance	http://media2.ldscdn.org/assets/general-young-women-meeting/1997-general-young-women-meeting/1997-03-0020-virginia-h-pearce-64k-eng.mp3
1997	04	Gordon B. Hinckley	May We Be Faithful and True	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-1010-president-gordon-b-hinckley-64k-eng.mp3
1997	04	Janette Hales Beckham	Modern Pioneers	http://media2.ldscdn.org/assets/general-young-women-meeting/1997-general-young-women-meeting/1997-03-0060-janette-hales-beckham-64k-eng.mp3
1997	04	Gordon B. Hinckley	Our Testimony to the World	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-5070-president-gordon-b-hinckley-64k-eng.mp3
1997	04	Thomas S. Monson	Pioneers All	http://media2.ldscdn.org/assets/general-young-women-meeting/1997-general-young-women-meeting/1997-03-0070-president-thomas-s-monson-64k-eng.mp3
1997	04	James E. Faust	Power of the Priesthood	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-3030-president-james-e-faust-64k-eng.mp3
1997	04	L. Edward Brown	Pray unto the Father in My Name	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-5050-elder-l-edward-brown-64k-eng.mp3
1997	04	F. Michael Watson	Statistical Report 1996	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-2020-statistical-report-1996-64k-eng.mp3
1997	04	L. Tom Perry	That Spirit Which Leadeth to Do Good	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-5010-elder-l-tom-perry-64k-eng.mp3
1997	04	David B. Haight	The Basics Have Not Changed	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-3010-elder-david-b-haight-64k-eng.mp3
1997	04	Ted E. Davis	The Church Audit Committee Report	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-2010-the-church-audit-committee-report-64k-eng.mp3
1997	04	Thomas S. Monson	The Sustaining of Church Officers	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-1020-the-sustaining-of-church-officers-64k-eng.mp3
1997	04	Thomas S. Monson	They Showed the Way	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-4010-president-thomas-s-monson-64k-eng.mp3
1997	04	Thomas S. Monson	They Will Come	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-3040-president-thomas-s-monson-64k-eng.mp3
1997	04	Gordon B. Hinckley	True to the Faith	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-4050-president-gordon-b-hinckley-64k-eng.mp3
1997	04	Joseph B. Wirthlin	True to the Truth	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-1060-elder-joseph-b-wirthlin-64k-eng.mp3
1997	04	Boyd K. Packer	Washed Clean	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-1030-president-boyd-k-packer-64k-eng.mp3
1997	04	Robert D. Hales	When Thou Art Converted, Strengthen Thy Brethren	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-5060-elder-robert-d-hales-64k-eng.mp3
1997	04	M. Russell Ballard	You Have Nothing to Fear from the Journey	http://media2.ldscdn.org/assets/general-conference/april-1997-general-conference/1997-04-4030-elder-m-russell-ballard-64k-eng.mp3
1997	10	Richard J. Maynes	A Celestial Connection to Your Teenage Years	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-2060-elder-richard-j-maynes-64k-eng.mp3
1997	10	Neal A. Maxwell	Apply the Atoning Blood of Christ	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-2020-elder-neal-a-maxwell-64k-eng.mp3
1997	10	Sheri L. Dew	Are You the Woman I Think You Are?	http://media2.ldscdn.org/assets/general-relief-society-meeting/1997-general-relief-society-meeting/1997-09-0030-sheri-l-dew-64k-eng.mp3
1997	10	Keith B. McMullin	Behold the Man	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-3020-bishop-keith-b-mcmullin-64k-eng.mp3
1997	10	Boyd K. Packer	Called to Serve	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-1020-president-boyd-k-packer-64k-eng.mp3
1997	10	Carl B. Pratt	Care for New Converts	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-1040-elder-carl-b-pratt-64k-eng.mp3
1997	10	Virginia U. Jensen	Creating Places of Security	http://media2.ldscdn.org/assets/general-relief-society-meeting/1997-general-relief-society-meeting/1997-09-0020-virginia-u-jensen-64k-eng.mp3
1997	10	Wayne M. Hancock	Daughter, Be of Good Comfort	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-5050-elder-wayne-m-hancock-64k-eng.mp3
1997	10	Gordon B. Hinckley	Drawing Nearer to the Lord	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-1010-president-gordon-b-hinckley-64k-eng.mp3
1997	10	Henry B. Eyring	Feed My Lambs	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-5070-elder-henry-b-eyring-64k-eng.mp3
1997	10	Dallin H. Oaks	Following the Pioneers	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-5020-elder-dallin-h-oaks-64k-eng.mp3
1997	10	Mary Ellen Smoot	For Such a Time as This	http://media2.ldscdn.org/assets/general-relief-society-meeting/1997-general-relief-society-meeting/1997-09-0010-mary-ellen-smoot-64k-eng.mp3
1997	10	Richard B. Wirthlin	Four Absolute Truths Provide an Unfailing Moral Compass	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-1030-elder-richard-b-wirthlin-64k-eng.mp3
1997	10	Jeffrey R. Holland	He Hath Filled the Hungry with Good Things	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-4040-elder-jeffrey-r-holland-64k-eng.mp3
1997	10	Thomas S. Monson	Home Teaching—a Divine Service	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-3040-president-thomas-s-monson-64k-eng.mp3
1997	10	David B. Haight	Hymn of the Obedient:All Is Well	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-5010-elder-david-b-haight-64k-eng.mp3
1997	10	Robert D. Hales	In Remembrance of Jesus	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-2030-elder-robert-d-hales-64k-eng.mp3
1997	10	Gordon B. Hinckley	Latter-day Saints in Very Deed	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-5080-president-gordon-b-hinckley-64k-eng.mp3
1997	10	Gordon B. Hinckley	Look to the Future	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-4050-president-gordon-b-hinckley-64k-eng.mp3
1997	10	Janette Hales Beckham	Making Faith a Reality	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-5030-janette-hales-beckham-64k-eng.mp3
1997	10	Mary Ellen Smoot	Pioneer Shoes through the Ages	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-1050-mary-ellen-smoot-64k-eng.mp3
1997	10	James E. Faust	Pioneers of the Future:Be Not Afraid, Only Believe	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-3030-president-james-e-faust-64k-eng.mp3
1997	10	L. Tom Perry	Receive Truth	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-4020-elder-l-tom-perry-64k-eng.mp3
1997	10	Gordon B. Hinckley	Some Thoughts on Temples, Retention of Converts, and Missionary Service	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-3050-president-gordon-b-hinckley-64k-eng.mp3
1997	10	Russell M. Nelson	Spiritual Capacity	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-1060-elder-russell-m-nelson-64k-eng.mp3
1997	10	M. Russell Ballard	Standing for Truth and Right	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-3010-elder-m-russell-ballard-64k-eng.mp3
1997	10	Thomas S. Monson	Teach the Children	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-1070-president-thomas-s-monson-64k-eng.mp3
1997	10	Harold G. Hillam	Teachers, the Timeless Key	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-4030-elder-harold-g-hillam-64k-eng.mp3
1997	10	Eran A. Call	The Home:A Refuge and Sanctuary	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-2050-elder-eran-a-call-64k-eng.mp3
1997	10	Richard D. Allred	The Lord Blesses His Children through Patriarchal Blessings	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-2040-elder-richard-d-allred-64k-eng.mp3
1997	10	Thomas S. Monson	The Mighty Strength of the Relief Society	http://media2.ldscdn.org/assets/general-relief-society-meeting/1997-general-relief-society-meeting/1997-09-0040-president-thomas-s-monson-64k-eng.mp3
1997	10	Duane B. Gerrard	The Plan of Salvation:A Flight Plan for Life	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-5040-elder-duane-b-gerrard-64k-eng.mp3
1997	10	James E. Faust	The Sustaining of Church Officers	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-2010-the-sustaining-of-church-officers-64k-eng.mp3
1997	10	James E. Faust	The Weightier Matters of the Law:Judgment, Mercy, and Faith	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-4010-president-james-e-faust-64k-eng.mp3
1997	10	J. Kent Jolley	Universal Application of the Gospel	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-5060-elder-j-kent-jolley-64k-eng.mp3
1997	10	Joseph B. Wirthlin	Valued Companions	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-2070-elder-joseph-b-wirthlin-64k-eng.mp3
1997	10	Richard G. Scott	Why Every Member a Missionary?	http://media2.ldscdn.org/assets/general-conference/october-1997-general-conference/1997-10-2080-elder-richard-g-scott-64k-eng.mp3
1998	04	Richard C. Edgley	A Disciple, a Friend	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-1040-bishop-richard-c-edgley-64k-eng.mp3
1998	04	Russell M. Nelson	A New Harvest Time	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-2090-elder-russell-m-nelson-64k-eng.mp3
1998	04	Jeffrey R. Holland	A Teacher Come from God	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-2050-elder-jeffrey-r-holland-64k-eng.mp3
1998	04	Lynn G. Robbins	Agency and Anger	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-5040-elder-lynn-g-robbins-64k-eng.mp3
1998	04	Robert D. Hales	Behold, We Count Them Happy Which Endure	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-5020-elder-robert-d-hales-64k-eng.mp3
1998	04	Richard E. Turley Sr.	Bridging the Gap between Uncertainty and Certainty	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-5060-elder-richard-e-turley-sr-64k-eng.mp3
1998	04	W. Eugene Hansen	Children and the Family	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-4030-elder-w-eugene-hansen-64k-eng.mp3
1998	04	Richard E. Cook	Christ Can Change Human Behavior	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-2060-elder-richard-e-cook-64k-eng.mp3
1998	04	Margaret D. Nadauld	Come unto Christ	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-4040-margaret-d-nadauld-64k-eng.mp3
1998	04	Dallin H. Oaks	Have You Been Saved?	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-4020-elder-dallin-h-oaks-64k-eng.mp3
1998	04	James E. Faust	How Near to the Angels	http://media2.ldscdn.org/assets/general-young-women-meeting/1998-general-young-women-meeting/1998-03-0040-president-james-e-faust-64k-eng.mp3
1998	04	Thomas S. Monson	In Harm’s Way	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-3050-president-thomas-s-monson-64k-eng.mp3
1998	04	David B. Haight	Live the Commandments	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-1020-elder-david-b-haight-64k-eng.mp3
1998	04	Gordon B. Hinckley	Living Worthy of the Girl You Will Someday Marry	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-3060-president-gordon-b-hinckley-64k-eng.mp3
1998	04	Thomas S. Monson	Look to God and Live	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-4010-president-thomas-s-monson-64k-eng.mp3
1998	04	M. Russell Ballard	Marvelous Are the Revelations of the Lord	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-2080-elder-m-russell-ballard-64k-eng.mp3
1998	04	Earl C. Tingey	Missionary Service	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-3020-elder-earl-c-tingey-64k-eng.mp3
1998	04	Gordon B. Hinckley	New Temples to Provide Crowning Blessings of the Gospel	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-5080-president-gordon-b-hinckley-64k-eng.mp3
1998	04	Donald L. Staheli	Obedience—Life’s Great Challenge	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-5050-elder-donald-l-staheli-64k-eng.mp3
1998	04	Neal A. Maxwell	Put Your Shoulder to the Wheel	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-3010-elder-neal-a-maxwell-64k-eng.mp3
1998	04	Richard G. Scott	Removing Barriers to Happiness	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-5070-elder-richard-g-scott-64k-eng.mp3
1998	04	James E. Faust	Search Me, O God, and Know My Heart	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-1060-president-james-e-faust-64k-eng.mp3
1998	04	F. Michael Watson	Statistical Report, 1997	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-2030-statistical-report-1997-64k-eng.mp3
1998	04	Anne G. Wirthlin	Teaching Our Children to Love the Scriptures	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-1030-anne-g-wirthlin-64k-eng.mp3
1998	04	Gordon B. Hinckley	Testimony	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-4060-president-gordon-b-hinckley-64k-eng.mp3
1998	04	Henry B. Eyring	That We May Be One	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-4050-elder-henry-b-eyring-64k-eng.mp3
1998	04	L. Tom Perry	The Articles of Faith	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-2040-elder-l-tom-perry-64k-eng.mp3
1998	04	Ted E. Davis	The Church Audit Committee Report	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-2020-the-church-audit-committee-report-64k-eng.mp3
1998	04	James M. Paramore	The Heart and a Willing Mind	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-3030-elder-james-m-paramore-64k-eng.mp3
1998	04	Dale E. Miller	The Kingdom’s Perfecting Pathway	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-2070-elder-dale-e-miller-64k-eng.mp3
1998	04	Boyd K. Packer	The Relief Society	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-5010-president-boyd-k-packer-64k-eng.mp3
1998	04	James E. Faust	The Sustaining of Church Officers	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-2010-the-sustaining-of-church-officers-64k-eng.mp3
1998	04	Joseph B. Wirthlin	The Time to Prepare	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-1050-elder-joseph-b-wirthlin-64k-eng.mp3
1998	04	Ronald E. Poelman	Tithing:A Privilege	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-5030-elder-ronald-e-poelman-64k-eng.mp3
1998	04	Margaret D. Nadauld	Turning Hearts to the Family	http://media2.ldscdn.org/assets/general-young-women-meeting/1998-general-young-women-meeting/1998-03-0010-margaret-d-nadauld-64k-eng.mp3
1998	04	Carol B. Thomas	Understanding Our True Identity	http://media2.ldscdn.org/assets/general-young-women-meeting/1998-general-young-women-meeting/1998-03-0020-carol-b-thomas-64k-eng.mp3
1998	04	Gordon B. Hinckley	We Bear Witness of Him	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-1010-president-gordon-b-hinckley-64k-eng.mp3
1998	04	James E. Faust	We Seek After These Things	http://media2.ldscdn.org/assets/general-conference/april-1998-general-conference/1998-04-3040-president-james-e-faust-64k-eng.mp3
1998	04	Sharon G. Larsen	Young Women—Titles of Liberty	http://media2.ldscdn.org/assets/general-young-women-meeting/1998-general-young-women-meeting/1998-03-0030-sharon-g-larsen-64k-eng.mp3
1998	10	H. David Burton	A Season of Opportunity	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-1030-bishop-h-david-burton-64k-eng.mp3
1998	10	Henry B. Eyring	A Voice of Warning	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-2070-elder-henry-b-eyring-64k-eng.mp3
1998	10	M. Russell Ballard	Are We Keeping Pace?	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-1020-elder-m-russell-ballard-64k-eng.mp3
1998	10	H. Bryan Richards	As for Me and My House, We Will Serve the Lord	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-3030-elder-h-bryan-richards-64k-eng.mp3
1998	10	Susan L. Warner	Bear Record of Him	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-4040-susan-l-warner-64k-eng.mp3
1998	10	Gordon B. Hinckley	Benediction	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-5080-president-gordon-b-hinckley-64k-eng.mp3
1998	10	James E. Faust	By What Power … Have Ye Done This?	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-3040-president-james-e-faust-64k-eng.mp3
1998	10	Mary Ellen Smoot	Come, Let Us Walk in the Light of the Lord	http://media2.ldscdn.org/assets/general-relief-society-meeting/1998-general-relief-society-meeting/1998-09-0010-mary-ellen-smoot-64k-eng.mp3
1998	10	Virginia U. Jensen	Come, Listen to a Prophet’s Voice	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-1040-virginia-u-jensen-64k-eng.mp3
1998	10	Virginia U. Jensen	Come to Relief Society	http://media2.ldscdn.org/assets/general-relief-society-meeting/1998-general-relief-society-meeting/1998-09-0020-virginia-u-jensen-64k-eng.mp3
1998	10	Joseph B. Wirthlin	Cultivating Divine Attributes	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-2030-elder-joseph-b-wirthlin-64k-eng.mp3
1998	10	Earl M. Monson	Establishing the Church	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-5040-elder-earl-m-monson-64k-eng.mp3
1998	10	Gordon T. Watts	Gratitude	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-5060-elder-gordon-t-watts-64k-eng.mp3
1998	10	Robert D. Hales	Healing Soul and Body	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-1050-elder-robert-d-hales-64k-eng.mp3
1998	10	Neal A. Maxwell	Hope through the Atonement of Jesus Christ	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-4020-elder-neal-a-maxwell-64k-eng.mp3
1998	10	Athos M. Amorím	Obeying the Law—Serving One’s Neighbor	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-2050-elder-athos-m-amorim-64k-eng.mp3
1998	10	James E. Faust	Opening the Windows of Heaven	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-4010-president-james-e-faust-64k-eng.mp3
1998	10	Val R. Christensen	Overcoming Discouragement	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-2060-elder-val-r-christensen-64k-eng.mp3
1998	10	Boyd K. Packer	Parents in Zion	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-2020-president-boyd-k-packer-64k-eng.mp3
1998	10	E Ray Bateman	Pearls from the Sand	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-2040-elder-e-ray-bateman-64k-eng.mp3
1998	10	Jeffrey R. Holland	Personal Purity	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-5020-elder-jeffrey-r-holland-64k-eng.mp3
1998	10	David E. Sorensen	Small Temples—Large Blessings	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-4030-elder-david-e-sorensen-64k-eng.mp3
1998	10	David B. Haight	Sustaining the Prophets	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-2080-elder-david-b-haight-64k-eng.mp3
1998	10	Dallin H. Oaks	The Aaronic Priesthood and the Sacrament	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-3010-elder-dallin-h-oaks-64k-eng.mp3
1998	10	Merrill C. Oaks	The Living Prophet:Our Source of Pure Doctrine	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-5050-elder-merrill-c-oaks-64k-eng.mp3
1998	10	Richard G. Scott	The Power of Righteousness	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-4050-elder-richard-g-scott-64k-eng.mp3
1998	10	D. Todd Christofferson	The Priesthood Quorum	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-3020-elder-d-todd-christofferson-64k-eng.mp3
1998	10	Thomas S. Monson	The Sustaining of Church Officers	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-2010-the-sustaining-of-church-officers-64k-eng.mp3
1998	10	Thomas S. Monson	Think to Thank	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-1060-president-thomas-s-monson-64k-eng.mp3
1998	10	Gordon B. Hinckley	To the Boys and to the Men	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-3060-president-gordon-b-hinckley-64k-eng.mp3
1998	10	Thomas S. Monson	Today Determines Tomorrow	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-3050-president-thomas-s-monson-64k-eng.mp3
1998	10	Gordon B. Hinckley	Walking in the Light of the Lord	http://media2.ldscdn.org/assets/general-relief-society-meeting/1998-general-relief-society-meeting/1998-09-0040-president-gordon-b-hinckley-64k-eng.mp3
1998	10	Russell M. Nelson	We Are Children of God	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-5070-elder-russell-m-nelson-64k-eng.mp3
1998	10	Sheri L. Dew	We Are Not Alone	http://media2.ldscdn.org/assets/general-relief-society-meeting/1998-general-relief-society-meeting/1998-09-0030-sheri-l-dew-64k-eng.mp3
1998	10	Gordon B. Hinckley	Welcome to Conference	http://media2.ldscdn.org/assets/general-conference/october-1998-general-conference/1998-10-1010-president-gordon-b-hinckley-64k-eng.mp3
