Year	Month	Speaker	Title	MP3
1979	10	LeGrand Richards	The Gift of the Holy Ghost	http://media2.ldscdn.org/assets/general-conference/october-1979-general-conference/1979-10-5060-elder-legrand-richards-64k-eng.mp3
1979	10	William R. Bradford	The Governing Ones	http://media2.ldscdn.org/assets/general-conference/october-1979-general-conference/1979-10-3020-elder-william-r-bradford-64k-eng.mp3
1979	10	Bruce R. McConkie	The Mystery of Mormonism	http://media2.ldscdn.org/assets/general-conference/october-1979-general-conference/1979-10-4020-elder-bruce-r-mcconkie-64k-eng.mp3
1979	10	Barbara B. Smith	The Relief Society Role in Priesthood Councils	http://media2.ldscdn.org/assets/general-conference/october-1979-general-conference/1979-10-6020-barbara-b-smith-64k-eng.mp3
1979	10	Marion G. Romney	The Role of a Bishop in the Church Welfare Program	http://media2.ldscdn.org/assets/general-conference/october-1979-general-conference/1979-10-6060-president-marion-g-romney-64k-eng.mp3
1979	10	Spencer W. Kimball	The Role of Righteous Women	http://media2.ldscdn.org/assets/general-conference/october-1979-general-conference/1979-10-7010-president-spencer-w-kimball-64k-eng.mp3
1979	10	N. Eldon Tanner	The Sustaining of Church Officers	http://media2.ldscdn.org/assets/general-conference/october-1979-general-conference/1979-10-2010-the-sustaining-of-church-officers-64k-eng.mp3
1979	10	W. Grant Bangerter	The Voice of the Lord Is unto All People	http://media2.ldscdn.org/assets/general-conference/october-1979-general-conference/1979-10-1030-elder-w-grant-bangerter-64k-eng.mp3
1979	10	A. Theodore Tuttle	Therefore I Was Taught	http://media2.ldscdn.org/assets/general-conference/october-1979-general-conference/1979-10-2050-elder-a-theodore-turtle-64k-eng.mp3
1979	10	Spencer W. Kimball	We Need a Listening Ear	http://media2.ldscdn.org/assets/general-conference/october-1979-general-conference/1979-10-1010-president-spencer-w-kimball-64k-eng.mp3
1979	10	Hugh W. Pinnock	We Will Go with Our Young and with Our Old	http://media2.ldscdn.org/assets/general-conference/october-1979-general-conference/1979-10-5050-elder-hugh-w-pinnock-64k-eng.mp3
1979	10	Barbara B. Smith	Women for the Latter Day	http://media2.ldscdn.org/assets/general-conference/october-1979-general-conference/1979-10-7040-barbara-b-smith-64k-eng.mp3
1980	04	Spencer W. Kimball	A Deep Commitment to the Principles of Welfare Service	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-6060-president-spencer-w-kimball-64k-eng.mp3
1980	04	Ezra Taft Benson	A Marvelous Work and a Wonder	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-2080-president-ezra-taft-benson-64k-eng.mp3
1980	04	Boyd K. Packer	A Tribute to the Rank and File of the Church	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-4050-elder-boyd-k-packer-64k-eng.mp3
1980	04	Harold G. Hillam	An Example of What Welfare Services Can Do	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-6020-president-harold-g-hillam-64k-eng.mp3
1980	04	N. Eldon Tanner	Celestial Marriages and Eternal Families	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-1050-president-n-eldon-tanner-64k-eng.mp3
1980	04	Wilford G. Edling	Church Finance Committee Report	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-2010-church-finance-committee-report-64k-eng.mp3
1980	04	Marion G. Romney	Church Welfare—Temporal Service in a Spiritual Setting	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-6010-president-marion-g-romney-64k-eng.mp3
1980	04	James E. Faust	Communion with the Holy Spirit	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-1040-elder-james-e-faust-64k-eng.mp3
1980	04	F. Enzio Busche	Do We All Believe in the Same God?	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-2060-elder-f-enzio-busche-64k-eng.mp3
1980	04	A. Theodore Tuttle	Eternal Links that Bind	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-3030-elder-a-theodore-tuttle-64k-eng.mp3
1980	04	Howard W. Hunter	God Will Have a Tried People	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-2050-elder-howard-w-hunter-64k-eng.mp3
1980	04	David B. Haight	He Is Not Here. He Is Risen	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-1030-elder-david-b-haight-64k-eng.mp3
1980	04	Spencer W. Kimball	Introduction to the Proclamation	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-4010-president-spencer-w-kimball-64k-eng.mp3
1980	04	Spencer W. Kimball	Let Us Not Weary in Well Doing	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-5060-president-spencer-w-kimball-64k-eng.mp3
1980	04	L. Tom Perry	Nauvoo—A Demonstration of Faith	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-5030-elder-l-tom-perry-64k-eng.mp3
1980	04	Spencer W. Kimball	No Unhallowed Hand Can Stop the Work	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-1010-president-spencer-w-kimball-64k-eng.mp3
1980	04	Thomas S. Monson	Preparing the Way	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-1020-elder-thomas-s-monson-64k-eng.mp3
1980	04	Ronald E. Poelman	Priesthood Councils:Key to Meeting Temporal and Spiritual Needs	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-6050-elder-ronald-e-poelman-64k-eng.mp3
1980	04	Spencer W. Kimball	Remarks and Dedication of the Fayette, New York, Buildings	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-4030-president-spencer-w-kimball-64k-eng.mp3
1980	04	Carlos E. Asay	Salt of the Earth:Savor of Men and Saviors of Men	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-3040-elder-carlos-e-asay-64k-eng.mp3
1980	04	Marion G. Romney	Seek the Spirit	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-3080-president-marion-g-romney-64k-eng.mp3
1980	04	Dean L. Larsen	Self-Accountability and Human Progress	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-5040-elder-dean-l-larsen-64k-eng.mp3
1980	04	Francis M. Gibbons	Statistical Report 1979	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-2020-statistical-report-1979-64k-eng.mp3
1980	04	W. Grant Bangerter	Teaching by the Spirit	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-3060-elder-w-grant-bangerter-64k-eng.mp3
1980	04	Marion G. Romney	The Book of Mormon	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-4060-president-marion-g-romney-64k-eng.mp3
1980	04	Bruce R. McConkie	The Coming Tests and Trials and Glory	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-5020-elder-bruce-r-mcconkie-64k-eng.mp3
1980	04	Hugh W. Pinnock	The Gospel Restored	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-5050-elder-hugh-w-pinnock-64k-eng.mp3
1980	04	Marvin J. Ashton	The Prophet and the Prison	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-3010-elder-marvin-j-ashton-64k-eng.mp3
1980	04	Elder LeGrand Richards	The Scriptures Speak	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-2040-elder-legrand-richards-64k-eng.mp3
1980	04	N. Eldon Tanner	The Sustaining of Church Officers	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-2030-the-sustaining-of-church-officers-64k-eng.mp3
1980	04	Paul H. Dunn	Time-Out!	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-3020-elder-paul-h-dunn-64k-eng.mp3
1980	04	Shirley W. Thomas	Welfare Principles in Relief Society	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-6030-shirley-w-thomas-64k-eng.mp3
1980	04	Victor L. Brown	Welfare Services:Past, Present, and Future	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-6040-bishop-victor-l-brown-64k-eng.mp3
1980	04	Gordon B. Hinckley	What Hath God Wrought through His Servant Joseph!	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-4040-elder-gordon-b-hinckley-64k-eng.mp3
1980	04	Mark E. Petersen	Where Do We Stand?	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-5010-elder-mark-e-petersen-64k-eng.mp3
1980	04	Marion D. Hanks	Willing to Receive	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-2070-elder-marion-d-hanks-64k-eng.mp3
1980	04	John H. Groberg	Writing Your Personal and Family History	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-3070-elder-john-h-groberg-64k-eng.mp3
1980	04	M. Russell Ballard	You Can Be the Voice	http://media2.ldscdn.org/assets/general-conference/april-1980-general-conference/1980-04-3050-elder-m-russell-ballard-64k-eng.mp3
1980	10	LeGrand Richards	A Testimony	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-5010-elder-legrand-richards-64k-eng.mp3
1980	10	George P. Lee	Acquaint Thyself with Him, and Be at Peace	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-5020-elder-george-p-lee-64k-eng.mp3
1980	10	Mark E. Petersen	Adam, the Archangel	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-1070-elder-mark-e-petersen-64k-eng.mp3
1980	10	Marvin J. Ashton	Adversity and You	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-4040-elder-marvin-j-ashton-64k-eng.mp3
1980	10	Rex D. Pinegar	Decide to Decide	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-5050-elder-rex-d-pinegar-64k-eng.mp3
1980	10	Spencer W. Kimball	Do Not Weary by the Way	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-5070-president-spencer-w-kimball-64k-eng.mp3
1980	10	Spencer W. Kimball	Families Can Be Eternal	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-1010-president-spencer-w-kimball-64k-eng.mp3
1980	10	C. Reeve, Sr.	Feed My Sheep	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-2050-elder-rex-c-reeve-sr-64k-eng.mp3
1980	10	Barbara B. Smith	Follow Joyously	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-6040-barbara-b-smith-64k-eng.mp3
1980	10	L. Tom Perry	For Whatsoever a Man Soweth, That Shall He Also Reap	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-1030-elder-l-tom-perry-64k-eng.mp3
1980	10	Vaughn J. Featherstone	Forgive Them, I Pray Thee	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-2060-elder-vaughn-j-featherstone-64k-eng.mp3
1980	10	Douglas W. DeHaan	Is Any Thing Too Hard for the Lord?	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-6050-president-douglas-w-dehaan-64k-eng.mp3
1980	10	Robert E. Wells	Know the Shepherd	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-1050-elder-robert-e-wells-64k-eng.mp3
1980	10	Spencer W. Kimball	Learn—Then Teach	http://media2.ldscdn.org/assets/general-relief-society-meeting/1980-general-relief-society-meeting/1980-09-0010-president-spencer-w-kimball-64k-eng.mp3
1980	10	Joseph B. Wirthlin	Let Every Man Learn His Duty	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-5040-elder-joseph-b-wirthlin-64k-eng.mp3
1980	10	Spencer W. Kimball	Ministering to the Needs of Members	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-3050-president-spencer-w-kimball-64k-eng.mp3
1980	10	Gene R. Cook	Miracles among the Lamanites	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-5030-elder-gene-r-cook-64k-eng.mp3
1980	10	Mary F. Foulger	Motherhood and the Family	http://media2.ldscdn.org/assets/general-relief-society-meeting/1980-general-relief-society-meeting/1980-09-0030-mary-f-foulger-64k-eng.mp3
1980	10	Gordon B. Hinckley	Of You It Is Required to Forgive	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-4050-elder-gordon-b-hinckley-64k-eng.mp3
1980	10	Marian R. Boyer	Organize Yourselves	http://media2.ldscdn.org/assets/general-relief-society-meeting/1980-general-relief-society-meeting/1980-09-0060-marian-r-boyer-64k-eng.mp3
1980	10	Derek A. Cuthbert	Our Thirtieth Anniversary as Latter-day Saints	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-2040-elder-derek-a-cuthbert-64k-eng.mp3
1980	10	Victor L. Brown	Prepare Every Needful Thing	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-6020-bishop-victor-l-brown-64k-eng.mp3
1980	10	Ezra Taft Benson	Prepare for the Days of Tribulation	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-2070-president-ezra-taft-benson-64k-eng.mp3
1980	10	H. Burke Peterson	Purify Our Minds and Spirits	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-3020-bishop-h-burke-peterson-64k-eng.mp3
1980	10	Marion G. Romney	Repentance	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-4010-president-marion-g-romney-64k-eng.mp3
1980	10	J. Thomas Fyans	Seven Events of Great Consequence	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-4030-elder-j-thomas-fyans-64k-eng.mp3
1980	10	Addie Fuhriman	Singleness:How Relief Society Can Help	http://media2.ldscdn.org/assets/general-relief-society-meeting/1980-general-relief-society-meeting/1980-09-0040-addie-fuhriman-64k-eng.mp3
1980	10	Thomas S. Monson	The Bishop—Center Stage in Welfare	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-6060-elder-thomas-s-monson-64k-eng.mp3
1980	10	N. Eldon Tanner	The Blessing of a Testimony	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-1020-president-n-eldon-tanner-64k-eng.mp3
1980	10	Barbara B. Smith	The Bond of Charity	http://media2.ldscdn.org/assets/general-relief-society-meeting/1980-general-relief-society-meeting/1980-09-0020-barbara-b-smith-64k-eng.mp3
1980	10	Boyd K. Packer	The Choice	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-2020-elder-boyd-k-packer-64k-eng.mp3
1980	10	Boyd K. Packer	The Circle of Sisters	http://media2.ldscdn.org/assets/general-relief-society-meeting/1980-general-relief-society-meeting/1980-09-0070-elder-boyd-k-packer-64k-eng.mp3
1980	10	Shirley W. Thomas	The Doctrines of the Kingdom	http://media2.ldscdn.org/assets/general-relief-society-meeting/1980-general-relief-society-meeting/1980-09-0050-shirley-w-thomas-64k-eng.mp3
1980	10	Robert L. Simpson	The House of the Lord	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-1040-elder-robert-l-simpson-64k-eng.mp3
1980	10	J. Richard Clarke	The Household of Faith	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-6030-bishop-j-richard-clarke-64k-eng.mp3
1980	10	David B. Haight	The Keys of the Kingdom	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-5060-elder-david-b-haight-64k-eng.mp3
1980	10	Spencer W. Kimball	The Law of Tithing	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-6010-president-spencer-w-kimball-64k-eng.mp3
1980	10	Bruce R. McConkie	The Lord God of the Restoration	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-4020-elder-bruce-r-mcconkie-64k-eng.mp3
1980	10	Neal A. Maxwell	The Net Gathers of Every Kind	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-1060-elder-neal-a-maxwell-64k-eng.mp3
1980	10	Marion G. Romney	The Oath and Covenant Which Belongeth to the Priesthood	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-3040-president-marion-g-romney-64k-eng.mp3
1980	10	M. Russell Ballard	The Savior’s Touch	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-2030-elder-m-russell-ballard-64k-eng.mp3
1980	10	Marion G. Romney	The Sustaining of Church Officers	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-2010-the-sustaining-of-church-officers-64k-eng.mp3
1980	10	James E. Faust	These I Will Make My Leaders	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-3010-elder-james-e-faust-64k-eng.mp3
1980	10	Robert L. Backman	To the Young Men of the Church	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-3030-elder-robert-l-backman-64k-eng.mp3
1980	10	Marion G. Romney	Welfare Services:The Savior’s Program	http://media2.ldscdn.org/assets/general-conference/october-1980-general-conference/1980-10-6070-president-marion-g-romney-64k-eng.mp3
1981	04	Spencer W. Kimball	A Report of My Stewardship	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-1020-president-spencer-w-kimball-64k-eng.mp3
1981	04	Mark E. Petersen	Blessings in Self-Reliance	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-4060-elder-mark-e-petersen-64k-eng.mp3
1981	04	Loren C. Dunn	Building Bridges to Faith	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-2050-elder-loren-c-dunn-64k-eng.mp3
1981	04	Elder LeGrand Richards	Call of the Prophets	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-2080-elder-legrand-richards-64k-eng.mp3
1981	04	Wilford G. Edling	Church Audit Committee Report	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-2010-church-audit-committee-report-64k-eng.mp3
1981	04	Victor L. Brown	Fast Offerings:Fulfilling Our Responsibility to Others	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-3020-bishop-victor-l-brown-64k-eng.mp3
1981	04	Spencer W. Kimball	Follow the Fundamentals	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-6010-president-spencer-w-kimball-64k-eng.mp3
1981	04	Marion G. Romney	Gospel Covenants	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-3040-president-marion-g-romney-64k-eng.mp3
1981	04	Elder Angel Abrea	Gracias	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-2060-elder-angel-abrea-64k-eng.mp3
1981	04	Ezra Taft Benson	Great Things Required of Their Fathers	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-3010-president-ezra-taft-benson-64k-eng.mp3
1981	04	N. Eldon Tanner	He Is There	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-4020-president-n-eldon-tanner-64k-eng.mp3
1981	04	F. Burton Howard	In Saving Others We Save Ourselves	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-5040-elder-f-burton-howard-64k-eng.mp3
1981	04	Franklin D. Richards	Life—A Great Proving Ground	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-4030-elder-franklin-d-richards-64k-eng.mp3
1981	04	Theodore M. Burton	Light and Truth	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-2070-elder-theodore-m-burton-64k-eng.mp3
1981	04	James M. Paramore	Love One Another	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-4040-elder-james-m-paramore-64k-eng.mp3
1981	04	Boyd K. Packer	Marriage	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-1050-elder-boyd-k-packer-64k-eng.mp3
1981	04	Royden G. Derrick	Moral Values and Rewards	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-5020-elder-royden-g-derrick-64k-eng.mp3
1981	04	Howard W. Hunter	No Man Shall Add to or Take Away	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-5010-elder-howard-w-hunter-64k-eng.mp3
1981	04	Teddy E. Brewerton	Obedience—Full Obedience	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-5030-elder-teddy-e-brewerton-64k-eng.mp3
1981	04	H. Burke Peterson	Our Responsibility to Care for Our Own	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-6020-bishop-h-burke-peterson-64k-eng.mp3
1981	04	M. Russell Ballard	Providing for Our Needs	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-6040-elder-m-russell-ballard-64k-eng.mp3
1981	04	Barbara B. Smith	Reach for the Stars	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-6030-barbara-b-smith-64k-eng.mp3
1981	04	Jack H. Goaslind, Jr.	Reach Out to Our Father’s Children	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-4050-elder-jack-h-goaslind-jr-64k-eng.mp3
1981	04	Spencer W. Kimball	Rendering Service to Others	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-3050-president-spencer-w-kimball-64k-eng.mp3
1981	04	Francis M. Gibbons	Statistical Report 1980	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-2020-statistical-report-1980-64k-eng.mp3
1981	04	Marion G. Romney	The Basic Principles of Church Welfare	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-6060-president-marion-g-romney-64k-eng.mp3
1981	04	James E. Faust	The Dignity of Self	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-1030-elder-james-e-faust-64k-eng.mp3
1981	04	Gordon B. Hinckley	The Joseph Smith III Document and the Keys of the Kingdom	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-2030-elder-gordon-b-hinckley-64k-eng.mp3
1981	04	Thomas S. Monson	The Long Line of the Lonely	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-4010-elder-thomas-s-monson-64k-eng.mp3
1981	04	L. Tom Perry	The Need to Teach Personal and Family Preparedness	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-6050-elder-l-tom-perry-64k-eng.mp3
1981	04	David B. Haight	The Responsibility of Young Aaronic Priesthood Bearers	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-3030-elder-david-b-haight-64k-eng.mp3
1981	04	Marion G. Romney	The Restoration of Israel to the Lands of Their Inheritance	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-1060-president-marion-g-romney-64k-eng.mp3
1981	04	Marion G. Romney	The Sustaining of Church Officers	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-1010-the-sustaining-of-church-officers-64k-eng.mp3
1981	04	Hartman Rector, Jr.	Turning the Hearts	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-5050-elder-hartman-rector-jr-64k-eng.mp3
1981	04	Bruce R. McConkie	Upon This Rock	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-5060-elder-bruce-r-mcconkie-64k-eng.mp3
1981	04	Jacob de Jager	We Are Called to Spread the Light	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-1040-elder-jacob-de-jager-64k-eng.mp3
1981	04	Spencer W. Kimball	We Are on the Lord’s Errand	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-5070-president-spencer-w-kimball-64k-eng.mp3
1981	04	Marvin J. Ashton	We Serve That Which We Love	http://media2.ldscdn.org/assets/general-conference/april-1981-general-conference/1981-04-2040-elder-marvin-j-ashton-64k-eng.mp3
1981	10	Barbara B. Smith	A Safe Place for Marriages and Families	http://media2.ldscdn.org/assets/general-conference/october-1981-general-conference/1981-10-6020-barbara-b-smith-64k-eng.mp3
1981	10	Shirley W. Thomas	An Opportunity for Continual Learning	http://media2.ldscdn.org/assets/general-relief-society-meeting/1981-general-relief-society-meeting/1981-09-0030-shirley-w-thomas-64k-eng.mp3
1981	10	Elder LeGrand Richards	Be Ye Prepared	http://media2.ldscdn.org/assets/general-conference/october-1981-general-conference/1981-10-2060-elder-legrand-richards-64k-eng.mp3
1981	10	Brother Nyle Randall	Being Strengthened through Service	http://media2.ldscdn.org/assets/general-conference/october-1981-general-conference/1981-10-6040-nyle-randall-64k-eng.mp3
1981	10	Gordon B. Hinckley	Charity Never Faileth	http://media2.ldscdn.org/assets/general-relief-society-meeting/1981-general-relief-society-meeting/1981-09-0010-president-gordon-b-hinckley-64k-eng.mp3
1981	10	Howard W. Hunter	Conference Time	http://media2.ldscdn.org/assets/general-conference/october-1981-general-conference/1981-10-1050-elder-howard-w-hunter-64k-eng.mp3
1981	10	Robert D. Hales	Examples from the Life of a Prophet	http://media2.ldscdn.org/assets/general-conference/october-1981-general-conference/1981-10-2020-elder-robert-d-hales-64k-eng.mp3
1981	10	Marion G. Romney	Except a Man Be Born Again	http://media2.ldscdn.org/assets/general-conference/october-1981-general-conference/1981-10-1060-president-marion-g-romney-64k-eng.mp3
1981	10	Gordon B. Hinckley	Faith:The Essence of True Religion	http://media2.ldscdn.org/assets/general-conference/october-1981-general-conference/1981-10-1020-president-gordon-b-hinckley-64k-eng.mp3
1981	10	Sister JoAnn Randall	Finding Joy by Serving Others	http://media2.ldscdn.org/assets/general-conference/october-1981-general-conference/1981-10-6030-joann-randall-64k-eng.mp3
1981	10	Mark E. Petersen	Follow the Prophets	http://media2.ldscdn.org/assets/general-conference/october-1981-general-conference/1981-10-5010-elder-mark-e-petersen-64k-eng.mp3
1981	10	Gordon B. Hinckley	Four B’s for Boys	http://media2.ldscdn.org/assets/general-conference/october-1981-general-conference/1981-10-3040-president-gordon-b-hinckley-64k-eng.mp3
1981	10	Marvin J. Ashton	Give with Wisdom That They May Receive with Dignity	http://media2.ldscdn.org/assets/general-conference/october-1981-general-conference/1981-10-6050-elder-marvin-j-ashton-64k-eng.mp3
1981	10	Thomas S. Monson	He Is Risen	http://media2.ldscdn.org/assets/general-conference/october-1981-general-conference/1981-10-2010-elder-thomas-s-monson-64k-eng.mp3
1981	10	Ezra Taft Benson	Joseph Smith:Prophet to Our Generation	http://media2.ldscdn.org/assets/general-conference/october-1981-general-conference/1981-10-4050-president-ezra-taft-benson-64k-eng.mp3
1981	10	Marion G. Romney	Living Welfare Principles	http://media2.ldscdn.org/assets/general-conference/october-1981-general-conference/1981-10-6060-president-marion-g-romney-64k-eng.mp3
1981	10	J. Richard Clarke	Love Extends beyond Convenience	http://media2.ldscdn.org/assets/general-conference/october-1981-general-conference/1981-10-6010-bishop-j-richard-clarke-64k-eng.mp3
1981	10	Elder Yoshihiko Kikuchi	My Sheep Hear My Voice	http://media2.ldscdn.org/assets/general-conference/october-1981-general-conference/1981-10-5030-elder-yoshihiko-kikuchi-64k-eng.mp3
1981	10	Marion D. Hanks	My Specialty Is Mercy	http://media2.ldscdn.org/assets/general-conference/october-1981-general-conference/1981-10-5050-elder-marion-d-hanks-64k-eng.mp3
1981	10	Neal A. Maxwell	O, Divine Redeemer	http://media2.ldscdn.org/assets/general-conference/october-1981-general-conference/1981-10-1030-elder-neal-a-maxwell-64k-eng.mp3
1981	10	Carlos E. Asay	Opposition to the Work of God	http://media2.ldscdn.org/assets/general-conference/october-1981-general-conference/1981-10-5020-elder-carlos-e-asay-64k-eng.mp3
1981	10	David B. Haight	People to People	http://media2.ldscdn.org/assets/general-conference/october-1981-general-conference/1981-10-4040-elder-david-b-haight-64k-eng.mp3
1981	10	Barbara B. Smith	Relief Society in Times of Transition	http://media2.ldscdn.org/assets/general-relief-society-meeting/1981-general-relief-society-meeting/1981-09-0020-barbara-b-smith-64k-eng.mp3
